epoch,train_loss,train_dice,val_loss,val_dice,learning_rate
1,0.6081388412043452,0.658727713029366,0.521875302195549,0.6697082566097379,0.0002
2,0.43073252592235806,0.7106723200286492,0.3480058251321316,0.702877645753324,0.0002
3,0.24541149210184812,0.76591490830309,0.18694353811442851,0.7598754369467496,0.0002
4,0.1475334375957027,0.79827694601845,0.14378913063555956,0.7723196015134454,0.0002
5,0.11838586036348715,0.8149404833652079,0.11462081603705883,0.8142251487076283,0.0002
6,0.1062072037300095,0.8250198015198111,0.11486823974177242,0.8034475288540125,0.0002
7,0.09710662146331743,0.8366279234504023,0.09504380187019706,0.834838031249658,0.0002
8,0.09433946974808351,0.8387926337324296,0.10007932931184768,0.8252632281184197,0.0002
9,0.08831493447069079,0.8482188315317035,0.08713913336396217,0.8474375024437905,0.0002
10,0.08677770474459975,0.8499660133863672,0.08783263405784965,0.8459858176112175,0.0002
11,0.08268330964725465,0.856612872658894,0.08292263025417924,0.8521159425496188,0.0002
12,0.08093382770661264,0.8593200478702784,0.07844776120036841,0.8611931920051574,0.0002
13,0.07986624081386254,0.8610762366279959,0.08898833330720662,0.8409177193383687,0.0002
14,0.07673118350794539,0.8662199828044149,0.08427329026162625,0.8487205252796411,0.0002
15,0.07645968844182789,0.8662523181751492,0.08124136092141271,0.8551917790621519,0.0001
16,0.07007189153693616,0.877783244792372,0.07918962047435343,0.8575143033551782,0.0001
17,0.06889098453335464,0.8791855943823214,0.07532136131078004,0.8650184896816115,0.0001
18,0.06777303911047056,0.8812617378588766,0.0754732371494174,0.864528140006587,0.0001
19,0.06801429199520498,0.8808468968436672,0.07712798216380179,0.8619542019069195,0.0001
20,0.06743109948234632,0.8816518524382263,0.08119576109573245,0.8553231535851955,5e-05
21,0.06431368238641881,0.8875454651378095,0.07326923729851842,0.8695992150902748,5e-05
22,0.0633540386450477,0.8889350425839693,0.07291466735303402,0.8691127687975928,5e-05
23,0.0628807923279237,0.8896786550075384,0.07301666989922523,0.8691041067528338,5e-05
24,0.06215064879972488,0.8911997505184263,0.07430264081805944,0.8662676301884263,2.5e-05
25,0.06111228056484833,0.8928632016479969,0.0712511290051043,0.8719718072104067,2.5e-05
26,0.060402357912389563,0.8941404156538192,0.07429078942164778,0.8669657835510114,2.5e-05
27,0.06030980886658654,0.8944806987419724,0.07200913842767477,0.8705802893924326,2.5e-05
28,0.060450625461526214,0.8940589708089829,0.0725517818890512,0.8696552452730745,1.25e-05
29,0.05975953961024061,0.8951988431454274,0.07168802678585053,0.8713316911744684,1.25e-05
30,0.059056546224746855,0.896705320328474,0.07171189069747924,0.8712519800948709,1.25e-05
