model,run_label,training_seed,model_display_name,WT_EvanySeg,WT_EvanySeg_CI95_lower,WT_EvanySeg_CI95_upper,WT_condition_adherence_Dice,FID,KID,sFID,Precision,Recall,Density,Coverage,FRD,RadFID,MedFID,Vendi,AuthPct,ASW
ddpm_v5,v3,2028,DDPM V5,0.78807861328125,0.7782859497070312,0.7977222900390625,,118.09507666301646,0.11582525048718852,30.616113695300072,0.75,0.24,0.20700000000000002,0.105,58.14404754021522,0.0,0.6867807109813225,2.2291309727560886,92.0,0.4875267343069559
conditional_ddpm_v3,v3,2028,Conditional DDPM V3,0.871767578125,0.8655590209960937,0.8777124633789063,0.6867524028466518,146.4712410746308,0.149751535459376,32.791885763540996,0.885,0.38,0.29200000000000004,0.16,58.11269617810514,0.0,0.44647222684327376,2.8685463913605873,87.0,0.3980132352889115
conditional_ldm_v4,v3,2028,Conditional LDM V4,0.863720703125,0.8550069580078126,0.8717141723632812,0.6651816083208141,72.98970302008634,0.052912905522739445,7.759118944852566,1.0,0.79,1.224,0.865,51.152709371010616,0.0,0.128687971121938,3.4274449471091866,69.5,0.16910297715722972
