epoch,train_mse,val_mse,val_mae,val_rmse,val_pearson,learning_rate
1,0.023469066808002245,0.054187578142423615,0.1699892664901339,0.23278225512039252,-0.08225154962827563,0.0001
2,0.021315716084546483,0.06091265761318097,0.17457889428792092,0.246804899790056,-0.29296976461320956,0.0001
3,0.02143029905297366,0.046654051807350834,0.15791555432459484,0.21599549248410935,0.454727316041618,0.0001
4,0.01937852035810535,0.05432053650550258,0.16414236215731273,0.2330676662727251,0.4356629082827039,0.0001
5,0.018369039938831943,0.03519858239272323,0.14455318481016619,0.18761285252268015,0.5074929269177868,0.0001
6,0.017996001230074818,0.037878380762860896,0.140935310219916,0.19462368999556173,0.6332144894548153,0.0001
7,0.016235455060452226,0.03359222986865251,0.1301261408541065,0.1832818322903443,0.6924075837046553,0.0001
8,0.013600022433869386,0.031542646253560985,0.12023656180558297,0.17760249546304924,0.6658861485239397,0.0001
9,0.01308201309535574,0.02521369997647036,0.11333856578343189,0.158788224766778,0.6813284846236287,0.0001
10,0.011365392601181577,0.027606914969622337,0.11144483681195057,0.16615328830510726,0.7125947344898185,0.0001
11,0.010055893417485934,0.0291689108177077,0.11110770663676353,0.17078908340327806,0.6970901523887088,0.0001
12,0.009810151684867098,0.025292832982869676,0.11094356725135675,0.15903720659923565,0.7006768790635839,0.0001
13,0.00834954735329435,0.021054392889289793,0.1023566749949868,0.14510131956094474,0.7435526867736677,0.0001
14,0.007517566747572766,0.021726665378978046,0.09725248373758334,0.1473996789904403,0.7597647681981755,0.0001
15,0.007271750280464645,0.022289777972372787,0.10364600942971615,0.14929761608917236,0.7633180486865319,0.0001
16,0.006585550183917104,0.018905153331574043,0.09603703109404216,0.1374960123418544,0.8008773932691979,0.0001
17,0.006287747045628469,0.01826703235086685,0.08598968657450035,0.13515558509189063,0.7947537886326147,0.0001
18,0.006088835373517353,0.021707341446842922,0.09509244900769913,0.14733411605640107,0.7829452375008873,0.0001
19,0.005359936268527795,0.018483186355940862,0.10654073238659363,0.1359528823618512,0.8125108526814332,0.0001
20,0.005233158734249453,0.019038843570384555,0.08779305673849125,0.1379813161238628,0.8059135334323475,5e-05
21,0.0038189131031720956,0.01594921479050894,0.09341397670885691,0.12629020088382628,0.8186414796595307,5e-05
22,0.003867689137971498,0.013258328219084292,0.07946147467367924,0.11514481450017064,0.8497208095555567,5e-05
23,0.0035511258126619464,0.018960608100594703,0.08843184590626221,0.13769752401159172,0.7895174622559803,5e-05
24,0.003366175111416571,0.013898410587073438,0.07986055814589445,0.11789152075600201,0.8371488367013467,5e-05
25,0.003486283379704848,0.01703565121460997,0.08460325743429936,0.13052069273769681,0.8295859076883557,2.5e-05
26,0.0026984098780461025,0.013503688874866034,0.0734751596617011,0.11620537352319457,0.8594408774810985,2.5e-05
27,0.002704673805563009,0.014454816647622255,0.07763294653537181,0.12022818608972942,0.853802684596803,2.5e-05
28,0.0026451128176972817,0.015065039271660051,0.07814647081093146,0.12273972131236886,0.8596334517332865,2.5e-05
29,0.002505069697165779,0.015147099180033435,0.0837424684745761,0.12307355246894847,0.8279172313874698,1.25e-05
30,0.0021826686799578544,0.012907027881710047,0.07480507121922877,0.11360910093363116,0.8567301390697415,1.25e-05
31,0.00219877630336017,0.013415325343846865,0.07576485226074091,0.11582454572550965,0.8530277025161017,1.25e-05
32,0.002207110249763061,0.012471654485342208,0.07398364849102039,0.11167656228250754,0.8676535883331299,6.25e-06
33,0.0020247011036503273,0.012686072676961676,0.07491844521405605,0.11263246761522758,0.862873136887974,6.25e-06
34,0.00198810100946765,0.01355427751368552,0.07623217284965973,0.11642283910852423,0.8582356532688912,6.25e-06
