dataset,filename,valid_shape,all_finite,within_0_1,min,max,mean,std
ddpm_v5,ddpm_v5_0084.nii.gz,True,True,True,0.0,1.0,0.09817124903202057,0.1664855033159256
ddpm_v5,ddpm_v5_0085.nii.gz,True,True,True,0.0,1.0,0.09556420147418976,0.1696295142173767
ddpm_v5,ddpm_v5_0086.nii.gz,True,True,True,0.0,1.0,0.10305170714855194,0.17249219119548798
ddpm_v5,ddpm_v5_0087.nii.gz,True,True,True,0.0,1.0,0.10331840068101883,0.1786617785692215
ddpm_v5,ddpm_v5_0088.nii.gz,True,True,True,0.0,1.0,0.10415034741163254,0.17425169050693512
ddpm_v5,ddpm_v5_0089.nii.gz,True,True,True,0.0,1.0,0.10210523009300232,0.17137227952480316
ddpm_v5,ddpm_v5_0090.nii.gz,True,True,True,0.0,1.0,0.1031653955578804,0.17321059107780457
ddpm_v5,ddpm_v5_0091.nii.gz,True,True,True,0.0,1.0,0.09913486242294312,0.17020368576049805
ddpm_v5,ddpm_v5_0092.nii.gz,True,True,True,0.0,1.0,0.09707114845514297,0.17054684460163116
ddpm_v5,ddpm_v5_0093.nii.gz,True,True,True,0.0,1.0,0.10169380903244019,0.17456504702568054
ddpm_v5,ddpm_v5_0094.nii.gz,True,True,True,0.0,1.0,0.09855625778436661,0.16985490918159485
ddpm_v5,ddpm_v5_0095.nii.gz,True,True,True,0.0,1.0,0.10260821133852005,0.17852617800235748
ddpm_v5,ddpm_v5_0096.nii.gz,True,True,True,0.0,1.0,0.10269668698310852,0.17501714825630188
ddpm_v5,ddpm_v5_0097.nii.gz,True,True,True,0.0,1.0,0.1089673861861229,0.18377090990543365
ddpm_v5,ddpm_v5_0098.nii.gz,True,True,True,0.0,1.0,0.09775923937559128,0.1633550077676773
ddpm_v5,ddpm_v5_0099.nii.gz,True,True,True,0.0,1.0,0.10169905424118042,0.1747860312461853
ddpm_v5,ddpm_v5_0100.nii.gz,True,True,True,0.0,1.0,0.09996235370635986,0.1679370105266571
ddpm_v5,ddpm_v5_0101.nii.gz,True,True,True,0.0,1.0,0.0976257473230362,0.1724170297384262
ddpm_v5,ddpm_v5_0102.nii.gz,True,True,True,0.0,1.0,0.10486527532339096,0.18137294054031372
ddpm_v5,ddpm_v5_0103.nii.gz,True,True,True,0.0,1.0,0.10239990800619125,0.17163531482219696
ddpm_v5,ddpm_v5_0104.nii.gz,True,True,True,0.0,1.0,0.1002403274178505,0.17056363821029663
ddpm_v5,ddpm_v5_0105.nii.gz,True,True,True,0.0,1.0,0.09759662300348282,0.1662910133600235
ddpm_v5,ddpm_v5_0106.nii.gz,True,True,True,0.0,1.0,0.10446040332317352,0.1785440593957901
ddpm_v5,ddpm_v5_0107.nii.gz,True,True,True,0.0,0.9990444779396057,0.10351597517728806,0.1732906550168991
ddpm_v5,ddpm_v5_0108.nii.gz,True,True,True,0.0,1.0,0.10221681743860245,0.1747385412454605
ddpm_v5,ddpm_v5_0109.nii.gz,True,True,True,0.0,1.0,0.09779737144708633,0.1661396026611328
ddpm_v5,ddpm_v5_0110.nii.gz,True,True,True,0.0,1.0,0.10195277631282806,0.17916592955589294
ddpm_v5,ddpm_v5_0111.nii.gz,True,True,True,0.0,1.0,0.09481146931648254,0.16566771268844604
ddpm_v5,ddpm_v5_0112.nii.gz,True,True,True,0.0,1.0,0.09950073808431625,0.16801047325134277
ddpm_v5,ddpm_v5_0113.nii.gz,True,True,True,0.0,1.0,0.1017247885465622,0.17691445350646973
ddpm_v5,ddpm_v5_0114.nii.gz,True,True,True,0.0,1.0,0.10544150322675705,0.17897929251194
ddpm_v5,ddpm_v5_0115.nii.gz,True,True,True,0.0,1.0,0.09150815010070801,0.15969693660736084
ddpm_v5,ddpm_v5_0116.nii.gz,True,True,True,0.0,1.0,0.10314139723777771,0.17490805685520172
ddpm_v5,ddpm_v5_0117.nii.gz,True,True,True,0.0,1.0,0.10367438942193985,0.1787724792957306
ddpm_v5,ddpm_v5_0118.nii.gz,True,True,True,0.0,1.0,0.10174273699522018,0.1716882735490799
ddpm_v5,ddpm_v5_0119.nii.gz,True,True,True,0.0,1.0,0.10174453258514404,0.17577503621578217
ddpm_v5,ddpm_v5_0120.nii.gz,True,True,True,0.0,1.0,0.10212542116641998,0.1736176460981369
ddpm_v5,ddpm_v5_0121.nii.gz,True,True,True,0.0,1.0,0.10354741662740707,0.17775604128837585
ddpm_v5,ddpm_v5_0122.nii.gz,True,True,True,0.0,1.0,0.09933711588382721,0.16858899593353271
ddpm_v5,ddpm_v5_0123.nii.gz,True,True,True,0.0,1.0,0.09992799162864685,0.1739395260810852
ddpm_v5,ddpm_v5_0124.nii.gz,True,True,True,0.0,1.0,0.10407035797834396,0.17347876727581024
ddpm_v5,ddpm_v5_0125.nii.gz,True,True,True,0.0,1.0,0.10171551257371902,0.1727135330438614
ddpm_v5,ddpm_v5_0126.nii.gz,True,True,True,0.0,1.0,0.09890518337488174,0.16943705081939697
ddpm_v5,ddpm_v5_0127.nii.gz,True,True,True,0.0,1.0,0.10642322897911072,0.18024511635303497
ddpm_v5,ddpm_v5_0128.nii.gz,True,True,True,0.0,1.0,0.10300131887197495,0.17753858864307404
ddpm_v5,ddpm_v5_0129.nii.gz,True,True,True,0.0,1.0,0.10601697862148285,0.18198439478874207
ddpm_v5,ddpm_v5_0130.nii.gz,True,True,True,0.0,1.0,0.10218113660812378,0.1753547489643097
ddpm_v5,ddpm_v5_0131.nii.gz,True,True,True,0.0,1.0,0.09998412430286407,0.17090116441249847
ddpm_v5,ddpm_v5_0132.nii.gz,True,True,True,0.0,1.0,0.10550104826688766,0.17776532471179962
ddpm_v5,ddpm_v5_0133.nii.gz,True,True,True,0.0,1.0,0.10445474833250046,0.17779642343521118
ddpm_v5,ddpm_v5_0134.nii.gz,True,True,True,0.0,1.0,0.10391219705343246,0.18101374804973602
ddpm_v5,ddpm_v5_0135.nii.gz,True,True,True,0.0,1.0,0.10099424421787262,0.17032159864902496
ddpm_v5,ddpm_v5_0136.nii.gz,True,True,True,0.0,0.9991461038589478,0.10015539079904556,0.16746850311756134
ddpm_v5,ddpm_v5_0137.nii.gz,True,True,True,0.0,1.0,0.09072552621364594,0.1581708788871765
ddpm_v5,ddpm_v5_0138.nii.gz,True,True,True,0.0,1.0,0.10225886851549149,0.1789495348930359
ddpm_v5,ddpm_v5_0139.nii.gz,True,True,True,0.0,1.0,0.10346669703722,0.1767358034849167
ddpm_v5,ddpm_v5_0140.nii.gz,True,True,True,0.0,1.0,0.10534468293190002,0.18090109527111053
ddpm_v5,ddpm_v5_0141.nii.gz,True,True,True,0.0,1.0,0.09794776141643524,0.1730094701051712
ddpm_v5,ddpm_v5_0142.nii.gz,True,True,True,0.0,1.0,0.10241519659757614,0.1738128364086151
ddpm_v5,ddpm_v5_0143.nii.gz,True,True,True,0.0,1.0,0.09938522428274155,0.16853584349155426
ddpm_v5,ddpm_v5_0144.nii.gz,True,True,True,0.0,1.0,0.09936648607254028,0.17027215659618378
ddpm_v5,ddpm_v5_0145.nii.gz,True,True,True,0.0,1.0,0.1038927510380745,0.17850689589977264
ddpm_v5,ddpm_v5_0146.nii.gz,True,True,True,0.0,1.0,0.1000935286283493,0.1720961481332779
ddpm_v5,ddpm_v5_0147.nii.gz,True,True,True,0.0,1.0,0.09907456487417221,0.1700764000415802
ddpm_v5,ddpm_v5_0148.nii.gz,True,True,True,0.0,1.0,0.10119623690843582,0.17298421263694763
ddpm_v5,ddpm_v5_0149.nii.gz,True,True,True,0.0,1.0,0.10006050020456314,0.17145249247550964
ddpm_v5,ddpm_v5_0150.nii.gz,True,True,True,0.0,1.0,0.10779903829097748,0.1853087991476059
ddpm_v5,ddpm_v5_0151.nii.gz,True,True,True,0.0,1.0,0.10341884195804596,0.17574648559093475
ddpm_v5,ddpm_v5_0152.nii.gz,True,True,True,0.0,1.0,0.09957209974527359,0.17331480979919434
ddpm_v5,ddpm_v5_0153.nii.gz,True,True,True,0.0,1.0,0.10358086228370667,0.174804225564003
ddpm_v5,ddpm_v5_0154.nii.gz,True,True,True,0.0,1.0,0.10168556869029999,0.16649691760540009
ddpm_v5,ddpm_v5_0155.nii.gz,True,True,True,0.0,1.0,0.09876172244548798,0.16973289847373962
ddpm_v5,ddpm_v5_0156.nii.gz,True,True,True,0.0,1.0,0.10018099099397659,0.16905590891838074
ddpm_v5,ddpm_v5_0157.nii.gz,True,True,True,0.0,1.0,0.10624898225069046,0.17772915959358215
ddpm_v5,ddpm_v5_0158.nii.gz,True,True,True,0.0,1.0,0.09879212081432343,0.17153343558311462
ddpm_v5,ddpm_v5_0159.nii.gz,True,True,True,0.0,1.0,0.10304709523916245,0.17261266708374023
ddpm_v5,ddpm_v5_0160.nii.gz,True,True,True,0.0,1.0,0.09481202811002731,0.1632380336523056
ddpm_v5,ddpm_v5_0161.nii.gz,True,True,True,0.0,1.0,0.10163216292858124,0.1743604689836502
ddpm_v5,ddpm_v5_0162.nii.gz,True,True,True,0.0,1.0,0.10091520845890045,0.17330990731716156
ddpm_v5,ddpm_v5_0163.nii.gz,True,True,True,0.0,1.0,0.1028449535369873,0.1730392873287201
ddpm_v5,ddpm_v5_0164.nii.gz,True,True,True,0.0,1.0,0.10077117383480072,0.1707654446363449
ddpm_v5,ddpm_v5_0165.nii.gz,True,True,True,0.0,1.0,0.1020275205373764,0.1732107549905777
ddpm_v5,ddpm_v5_0166.nii.gz,True,True,True,0.0,1.0,0.09960952401161194,0.16890142858028412
ddpm_v5,ddpm_v5_0167.nii.gz,True,True,True,0.0,1.0,0.10629274696111679,0.17771843075752258
ddpm_v5,ddpm_v5_0168.nii.gz,True,True,True,0.0,1.0,0.1033300906419754,0.1759437918663025
ddpm_v5,ddpm_v5_0169.nii.gz,True,True,True,0.0,0.9633587598800659,0.10490844398736954,0.17574617266654968
ddpm_v5,ddpm_v5_0170.nii.gz,True,True,True,0.0,1.0,0.1003594696521759,0.17002204060554504
ddpm_v5,ddpm_v5_0171.nii.gz,True,True,True,0.0,1.0,0.10542872548103333,0.18044817447662354
ddpm_v5,ddpm_v5_0172.nii.gz,True,True,True,0.0,1.0,0.09949993342161179,0.16867047548294067
ddpm_v5,ddpm_v5_0173.nii.gz,True,True,True,0.0,1.0,0.09901802241802216,0.17132017016410828
ddpm_v5,ddpm_v5_0174.nii.gz,True,True,True,0.0,1.0,0.10157358646392822,0.1731576919555664
ddpm_v5,ddpm_v5_0175.nii.gz,True,True,True,0.0,1.0,0.1031949371099472,0.17228449881076813
ddpm_v5,ddpm_v5_0176.nii.gz,True,True,True,0.0,1.0,0.10652787983417511,0.18160754442214966
ddpm_v5,ddpm_v5_0177.nii.gz,True,True,True,0.0,1.0,0.10534379631280899,0.1782505214214325
ddpm_v5,ddpm_v5_0178.nii.gz,True,True,True,0.0,1.0,0.09784702211618423,0.1691054105758667
ddpm_v5,ddpm_v5_0179.nii.gz,True,True,True,0.0,1.0,0.10111565887928009,0.17367659509181976
ddpm_v5,ddpm_v5_0180.nii.gz,True,True,True,0.0,1.0,0.09918728470802307,0.170050710439682
ddpm_v5,ddpm_v5_0181.nii.gz,True,True,True,0.0,1.0,0.09924876689910889,0.17055830359458923
ddpm_v5,ddpm_v5_0182.nii.gz,True,True,True,0.0,1.0,0.10170858353376389,0.17594806849956512
ddpm_v5,ddpm_v5_0183.nii.gz,True,True,True,0.0,1.0,0.10634926706552505,0.17958293855190277
ddpm_v5,ddpm_v5_0184.nii.gz,True,True,True,0.0,1.0,0.1042880043387413,0.1787721812725067
ddpm_v5,ddpm_v5_0185.nii.gz,True,True,True,0.0,1.0,0.09491042792797089,0.16125860810279846
ddpm_v5,ddpm_v5_0186.nii.gz,True,True,True,0.0,1.0,0.0979284718632698,0.1661146581172943
ddpm_v5,ddpm_v5_0187.nii.gz,True,True,True,0.0,1.0,0.10340039432048798,0.1723291426897049
ddpm_v5,ddpm_v5_0188.nii.gz,True,True,True,0.0,1.0,0.09955201297998428,0.1689162254333496
ddpm_v5,ddpm_v5_0189.nii.gz,True,True,True,0.0,1.0,0.1055956557393074,0.18023176491260529
ddpm_v5,ddpm_v5_0190.nii.gz,True,True,True,0.0,1.0,0.10392425954341888,0.17469234764575958
ddpm_v5,ddpm_v5_0191.nii.gz,True,True,True,0.0,1.0,0.10502820461988449,0.17664046585559845
ddpm_v5,ddpm_v5_0192.nii.gz,True,True,True,0.0,1.0,0.10300834476947784,0.17670179903507233
ddpm_v5,ddpm_v5_0193.nii.gz,True,True,True,0.0,1.0,0.1067555695772171,0.18217606842517853
ddpm_v5,ddpm_v5_0194.nii.gz,True,True,True,0.0,1.0,0.09887760132551193,0.16546757519245148
ddpm_v5,ddpm_v5_0195.nii.gz,True,True,True,0.0,1.0,0.1011466532945633,0.17058299481868744
ddpm_v5,ddpm_v5_0196.nii.gz,True,True,True,0.0,1.0,0.10328508168458939,0.17658957839012146
ddpm_v5,ddpm_v5_0197.nii.gz,True,True,True,0.0,1.0,0.09855486452579498,0.17046166956424713
ddpm_v5,ddpm_v5_0198.nii.gz,True,True,True,0.0,1.0,0.09746244549751282,0.16831038892269135
ddpm_v5,ddpm_v5_0199.nii.gz,True,True,True,0.0,1.0,0.10413975268602371,0.17601896822452545
conditional_ddpm_v3,conditional_ddpm_v3_0000.nii.gz,True,True,True,0.0,0.9993517994880676,0.0993461161851883,0.17003630101680756
conditional_ddpm_v3,conditional_ddpm_v3_0001.nii.gz,True,True,True,0.0,1.0,0.0966869592666626,0.1681482195854187
conditional_ddpm_v3,conditional_ddpm_v3_0002.nii.gz,True,True,True,0.0,1.0,0.10743406414985657,0.1861182153224945
conditional_ddpm_v3,conditional_ddpm_v3_0003.nii.gz,True,True,True,0.0,1.0,0.10363279283046722,0.17857934534549713
conditional_ddpm_v3,conditional_ddpm_v3_0004.nii.gz,True,True,True,0.0,1.0,0.10694628953933716,0.18587248027324677
conditional_ddpm_v3,conditional_ddpm_v3_0005.nii.gz,True,True,True,0.0,1.0,0.10247628390789032,0.18501725792884827
conditional_ddpm_v3,conditional_ddpm_v3_0006.nii.gz,True,True,True,0.0,1.0,0.09940103441476822,0.16611909866333008
conditional_ddpm_v3,conditional_ddpm_v3_0007.nii.gz,True,True,True,0.0,1.0,0.09835081547498703,0.17319902777671814
conditional_ddpm_v3,conditional_ddpm_v3_0008.nii.gz,True,True,True,0.0,1.0,0.10345881432294846,0.1775912046432495
conditional_ddpm_v3,conditional_ddpm_v3_0009.nii.gz,True,True,True,0.0,1.0,0.10653349757194519,0.18280784785747528
conditional_ddpm_v3,conditional_ddpm_v3_0010.nii.gz,True,True,True,0.0,1.0,0.095078244805336,0.16230693459510803
conditional_ddpm_v3,conditional_ddpm_v3_0011.nii.gz,True,True,True,0.0,1.0,0.10052632540464401,0.17633618414402008
conditional_ddpm_v3,conditional_ddpm_v3_0012.nii.gz,True,True,True,0.0,1.0,0.10472140461206436,0.1798214167356491
conditional_ddpm_v3,conditional_ddpm_v3_0013.nii.gz,True,True,True,0.0,1.0,0.09228715300559998,0.16251805424690247
conditional_ddpm_v3,conditional_ddpm_v3_0014.nii.gz,True,True,True,0.0,1.0,0.13303379714488983,0.22755202651023865
conditional_ddpm_v3,conditional_ddpm_v3_0015.nii.gz,True,True,True,0.0,1.0,0.1238519474864006,0.21628502011299133
conditional_ddpm_v3,conditional_ddpm_v3_0016.nii.gz,True,True,True,0.0,1.0,0.09359084069728851,0.1583755761384964
conditional_ddpm_v3,conditional_ddpm_v3_0017.nii.gz,True,True,True,0.0,1.0,0.1004338189959526,0.16846877336502075
conditional_ddpm_v3,conditional_ddpm_v3_0018.nii.gz,True,True,True,0.0,1.0,0.1297360211610794,0.22249402105808258
conditional_ddpm_v3,conditional_ddpm_v3_0019.nii.gz,True,True,True,0.0,1.0,0.11531756818294525,0.20448946952819824
conditional_ddpm_v3,conditional_ddpm_v3_0020.nii.gz,True,True,True,0.0,1.0,0.08825784176588058,0.15188086032867432
conditional_ddpm_v3,conditional_ddpm_v3_0021.nii.gz,True,True,True,0.0,1.0,0.08945105969905853,0.15189442038536072
conditional_ddpm_v3,conditional_ddpm_v3_0022.nii.gz,True,True,True,0.0,1.0,0.11692541837692261,0.202182799577713
conditional_ddpm_v3,conditional_ddpm_v3_0023.nii.gz,True,True,True,0.0,1.0,0.11244916170835495,0.18916267156600952
conditional_ddpm_v3,conditional_ddpm_v3_0024.nii.gz,True,True,True,0.0,1.0,0.10550282150506973,0.18441209197044373
conditional_ddpm_v3,conditional_ddpm_v3_0025.nii.gz,True,True,True,0.0,1.0,0.08900289237499237,0.15379224717617035
conditional_ddpm_v3,conditional_ddpm_v3_0026.nii.gz,True,True,True,0.0,1.0,0.09677910804748535,0.165440171957016
conditional_ddpm_v3,conditional_ddpm_v3_0027.nii.gz,True,True,True,0.0,1.0,0.1289948970079422,0.2194276601076126
conditional_ddpm_v3,conditional_ddpm_v3_0028.nii.gz,True,True,True,0.0,1.0,0.09159683436155319,0.1621810346841812
conditional_ddpm_v3,conditional_ddpm_v3_0029.nii.gz,True,True,True,0.0,1.0,0.09770143777132034,0.1716340035200119
conditional_ddpm_v3,conditional_ddpm_v3_0030.nii.gz,True,True,True,0.0,1.0,0.11231812089681625,0.19403883814811707
conditional_ddpm_v3,conditional_ddpm_v3_0031.nii.gz,True,True,True,0.0,1.0,0.09635820984840393,0.16378343105316162
conditional_ddpm_v3,conditional_ddpm_v3_0032.nii.gz,True,True,True,0.0,1.0,0.12203022837638855,0.20780667662620544
conditional_ddpm_v3,conditional_ddpm_v3_0033.nii.gz,True,True,True,0.0,1.0,0.0908534973859787,0.15605877339839935
conditional_ddpm_v3,conditional_ddpm_v3_0034.nii.gz,True,True,True,0.0,1.0,0.12863843142986298,0.22456607222557068
conditional_ddpm_v3,conditional_ddpm_v3_0035.nii.gz,True,True,True,0.0,1.0,0.1058310717344284,0.181464284658432
conditional_ddpm_v3,conditional_ddpm_v3_0036.nii.gz,True,True,True,0.0,1.0,0.1148262619972229,0.19491055607795715
conditional_ddpm_v3,conditional_ddpm_v3_0037.nii.gz,True,True,True,0.0,1.0,0.10006237030029297,0.1660342663526535
conditional_ddpm_v3,conditional_ddpm_v3_0038.nii.gz,True,True,True,0.0,1.0,0.09380003064870834,0.16705122590065002
conditional_ddpm_v3,conditional_ddpm_v3_0039.nii.gz,True,True,True,0.0,1.0,0.1137184202671051,0.1960364133119583
conditional_ddpm_v3,conditional_ddpm_v3_0040.nii.gz,True,True,True,0.0,1.0,0.13334836065769196,0.23081648349761963
conditional_ddpm_v3,conditional_ddpm_v3_0041.nii.gz,True,True,True,0.0,1.0,0.10054408758878708,0.17342717945575714
conditional_ddpm_v3,conditional_ddpm_v3_0042.nii.gz,True,True,True,0.0,1.0,0.10283607244491577,0.17718054354190826
conditional_ddpm_v3,conditional_ddpm_v3_0043.nii.gz,True,True,True,0.0,1.0,0.10050952434539795,0.17779701948165894
conditional_ddpm_v3,conditional_ddpm_v3_0044.nii.gz,True,True,True,0.0,1.0,0.09647437185049057,0.17005860805511475
conditional_ddpm_v3,conditional_ddpm_v3_0045.nii.gz,True,True,True,0.0,1.0,0.10429256409406662,0.17841589450836182
conditional_ddpm_v3,conditional_ddpm_v3_0046.nii.gz,True,True,True,0.0,1.0,0.0884159654378891,0.1484365314245224
conditional_ddpm_v3,conditional_ddpm_v3_0047.nii.gz,True,True,True,0.0,1.0,0.11239279806613922,0.19518589973449707
conditional_ddpm_v3,conditional_ddpm_v3_0048.nii.gz,True,True,True,0.0,1.0,0.10777968168258667,0.18383127450942993
conditional_ddpm_v3,conditional_ddpm_v3_0049.nii.gz,True,True,True,0.0,1.0,0.09336919337511063,0.15587398409843445
conditional_ddpm_v3,conditional_ddpm_v3_0050.nii.gz,True,True,True,0.0,1.0,0.11890403926372528,0.20893214643001556
conditional_ddpm_v3,conditional_ddpm_v3_0051.nii.gz,True,True,True,0.0,1.0,0.10144554078578949,0.17391599714756012
conditional_ddpm_v3,conditional_ddpm_v3_0052.nii.gz,True,True,True,0.0,1.0,0.1029636561870575,0.1776634156703949
conditional_ddpm_v3,conditional_ddpm_v3_0053.nii.gz,True,True,True,0.0,1.0,0.12034948915243149,0.2033120095729828
conditional_ddpm_v3,conditional_ddpm_v3_0054.nii.gz,True,True,True,0.0,1.0,0.10303542017936707,0.1840769499540329
conditional_ddpm_v3,conditional_ddpm_v3_0055.nii.gz,True,True,True,0.0,1.0,0.13289225101470947,0.22294481098651886
conditional_ddpm_v3,conditional_ddpm_v3_0056.nii.gz,True,True,True,0.0,1.0,0.09732188284397125,0.16905713081359863
conditional_ddpm_v3,conditional_ddpm_v3_0057.nii.gz,True,True,True,0.0,1.0,0.108521468937397,0.1940104216337204
conditional_ddpm_v3,conditional_ddpm_v3_0058.nii.gz,True,True,True,0.0,1.0,0.12614886462688446,0.2199021428823471
conditional_ddpm_v3,conditional_ddpm_v3_0059.nii.gz,True,True,True,0.0,1.0,0.1143309623003006,0.1965985894203186
conditional_ddpm_v3,conditional_ddpm_v3_0060.nii.gz,True,True,True,0.0,1.0,0.11228235065937042,0.19518499076366425
conditional_ddpm_v3,conditional_ddpm_v3_0061.nii.gz,True,True,True,0.0,1.0,0.13295932114124298,0.23206616938114166
conditional_ddpm_v3,conditional_ddpm_v3_0062.nii.gz,True,True,True,0.0,1.0,0.12191998958587646,0.21155384182929993
conditional_ddpm_v3,conditional_ddpm_v3_0063.nii.gz,True,True,True,0.0,1.0,0.11350411176681519,0.2003823071718216
conditional_ddpm_v3,conditional_ddpm_v3_0064.nii.gz,True,True,True,0.0,1.0,0.10415460169315338,0.17793527245521545
conditional_ddpm_v3,conditional_ddpm_v3_0065.nii.gz,True,True,True,0.0,1.0,0.12304746359586716,0.21526731550693512
conditional_ddpm_v3,conditional_ddpm_v3_0066.nii.gz,True,True,True,0.0,1.0,0.10515201836824417,0.17880688607692719
conditional_ddpm_v3,conditional_ddpm_v3_0067.nii.gz,True,True,True,0.0,1.0,0.13009628653526306,0.21951286494731903
conditional_ddpm_v3,conditional_ddpm_v3_0068.nii.gz,True,True,True,0.0,1.0,0.09688574820756912,0.1692536473274231
conditional_ddpm_v3,conditional_ddpm_v3_0069.nii.gz,True,True,True,0.0,1.0,0.09678451716899872,0.1675311028957367
conditional_ddpm_v3,conditional_ddpm_v3_0070.nii.gz,True,True,True,0.0,1.0,0.11171883344650269,0.19663582742214203
conditional_ddpm_v3,conditional_ddpm_v3_0071.nii.gz,True,True,True,0.0,1.0,0.1076061874628067,0.19237665832042694
conditional_ddpm_v3,conditional_ddpm_v3_0072.nii.gz,True,True,True,0.0,0.9966948628425598,0.10183898359537125,0.17577973008155823
conditional_ddpm_v3,conditional_ddpm_v3_0073.nii.gz,True,True,True,0.0,1.0,0.10354185849428177,0.17803776264190674
conditional_ddpm_v3,conditional_ddpm_v3_0074.nii.gz,True,True,True,0.0,1.0,0.0934835821390152,0.16066400706768036
conditional_ddpm_v3,conditional_ddpm_v3_0075.nii.gz,True,True,True,0.0,1.0,0.1157417967915535,0.1993476152420044
conditional_ddpm_v3,conditional_ddpm_v3_0076.nii.gz,True,True,True,0.0,1.0,0.11918142437934875,0.20017985999584198
conditional_ddpm_v3,conditional_ddpm_v3_0077.nii.gz,True,True,True,0.0,1.0,0.11785047501325607,0.20748072862625122
conditional_ddpm_v3,conditional_ddpm_v3_0078.nii.gz,True,True,True,0.0,1.0,0.1010308787226677,0.1731804758310318
conditional_ddpm_v3,conditional_ddpm_v3_0079.nii.gz,True,True,True,0.0,1.0,0.1273437738418579,0.22158724069595337
conditional_ddpm_v3,conditional_ddpm_v3_0080.nii.gz,True,True,True,0.0,1.0,0.13256311416625977,0.22251680493354797
conditional_ddpm_v3,conditional_ddpm_v3_0081.nii.gz,True,True,True,0.0,1.0,0.08917103707790375,0.14990124106407166
conditional_ddpm_v3,conditional_ddpm_v3_0082.nii.gz,True,True,True,0.0,1.0,0.10871266573667526,0.19218409061431885
conditional_ddpm_v3,conditional_ddpm_v3_0083.nii.gz,True,True,True,0.0,1.0,0.09814776480197906,0.1703595668077469
conditional_ddpm_v3,conditional_ddpm_v3_0084.nii.gz,True,True,True,0.0,1.0,0.11021623760461807,0.18942247331142426
conditional_ddpm_v3,conditional_ddpm_v3_0085.nii.gz,True,True,True,0.0,1.0,0.10581669211387634,0.18750542402267456
conditional_ddpm_v3,conditional_ddpm_v3_0086.nii.gz,True,True,True,0.0,1.0,0.09460175782442093,0.16484157741069794
conditional_ddpm_v3,conditional_ddpm_v3_0087.nii.gz,True,True,True,0.0,1.0,0.11590813100337982,0.20434115827083588
conditional_ddpm_v3,conditional_ddpm_v3_0088.nii.gz,True,True,True,0.0,1.0,0.10108758509159088,0.1668584793806076
conditional_ddpm_v3,conditional_ddpm_v3_0089.nii.gz,True,True,True,0.0,1.0,0.11496993154287338,0.2068304717540741
conditional_ddpm_v3,conditional_ddpm_v3_0090.nii.gz,True,True,True,0.0,1.0,0.12199656665325165,0.2086528241634369
conditional_ddpm_v3,conditional_ddpm_v3_0091.nii.gz,True,True,True,0.0,1.0,0.10677912831306458,0.18410441279411316
conditional_ddpm_v3,conditional_ddpm_v3_0092.nii.gz,True,True,True,0.0,1.0,0.08917933702468872,0.15233489871025085
conditional_ddpm_v3,conditional_ddpm_v3_0093.nii.gz,True,True,True,0.0,1.0,0.09908080101013184,0.16951823234558105
conditional_ddpm_v3,conditional_ddpm_v3_0094.nii.gz,True,True,True,0.0,1.0,0.11165150254964828,0.19790545105934143
conditional_ddpm_v3,conditional_ddpm_v3_0095.nii.gz,True,True,True,0.0,1.0,0.10378782451152802,0.18195421993732452
conditional_ddpm_v3,conditional_ddpm_v3_0096.nii.gz,True,True,True,0.0,1.0,0.1358286738395691,0.2343532145023346
conditional_ddpm_v3,conditional_ddpm_v3_0097.nii.gz,True,True,True,0.0,1.0,0.10215514153242111,0.17819225788116455
conditional_ddpm_v3,conditional_ddpm_v3_0098.nii.gz,True,True,True,0.0,1.0,0.10091742128133774,0.16804106533527374
conditional_ddpm_v3,conditional_ddpm_v3_0099.nii.gz,True,True,True,0.0,1.0,0.11270403116941452,0.19532789289951324
conditional_ddpm_v3,conditional_ddpm_v3_0100.nii.gz,True,True,True,0.0,1.0,0.133380725979805,0.22778913378715515
conditional_ddpm_v3,conditional_ddpm_v3_0101.nii.gz,True,True,True,0.0,1.0,0.137021005153656,0.23239237070083618
conditional_ddpm_v3,conditional_ddpm_v3_0102.nii.gz,True,True,True,0.0,1.0,0.0953877717256546,0.16204619407653809
conditional_ddpm_v3,conditional_ddpm_v3_0103.nii.gz,True,True,True,0.0,1.0,0.09927529096603394,0.17943210899829865
conditional_ddpm_v3,conditional_ddpm_v3_0104.nii.gz,True,True,True,0.0,1.0,0.12836170196533203,0.21617133915424347
conditional_ddpm_v3,conditional_ddpm_v3_0105.nii.gz,True,True,True,0.0,1.0,0.0971674844622612,0.16514039039611816
conditional_ddpm_v3,conditional_ddpm_v3_0106.nii.gz,True,True,True,0.0,1.0,0.11172737181186676,0.1938844919204712
conditional_ddpm_v3,conditional_ddpm_v3_0107.nii.gz,True,True,True,0.0,1.0,0.10984126478433609,0.19072793424129486
conditional_ddpm_v3,conditional_ddpm_v3_0108.nii.gz,True,True,True,0.0,1.0,0.11907098442316055,0.2037600874900818
conditional_ddpm_v3,conditional_ddpm_v3_0109.nii.gz,True,True,True,0.0,1.0,0.10429755598306656,0.18123288452625275
conditional_ddpm_v3,conditional_ddpm_v3_0110.nii.gz,True,True,True,0.0,1.0,0.10742368549108505,0.18668010830879211
conditional_ddpm_v3,conditional_ddpm_v3_0111.nii.gz,True,True,True,0.0,1.0,0.10762128233909607,0.1934831738471985
